2024-10-16 21:46:02
68774054,풍기인삼 6년근 파삼 세척삼 750g,"3,467원/100g",26000,1몰,,인삼
44890925,정관장 홍삼활력 플러스 40ml 30포,14개,600690,2몰,358원/10ml,"홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 파우치형/
진세노사이드 1일함량:3.6mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
44891021,정관장 홍삼활력 플러스 40ml 30포,15개,643700,1몰,358원/10ml,"홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 파우치형/
진세노사이드 1일함량:3.6mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
44891048,정관장 홍삼활력 플러스 40ml 30포,16개,686500,1몰,358원/10ml,"홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 파우치형/
진세노사이드 1일함량:3.6mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
44891000,정관장 홍삼활력 플러스 40ml 30포,17개,729500,1몰,358원/10ml,"홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 파우치형/
진세노사이드 1일함량:3.6mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
44891129,정관장 홍삼활력 플러스 40ml 30포,18개,772400,1몰,358원/10ml,"홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 파우치형/
진세노사이드 1일함량:3.6mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
44891018,정관장 홍삼활력 플러스 40ml 30포,19개,815300,1몰,358원/10ml,"홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 파우치형/
진세노사이드 1일함량:3.6mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
44890940,정관장 홍삼활력 플러스 40ml 30포,20개,858200,1몰,358원/10ml,"홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 파우치형/
진세노사이드 1일함량:3.6mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
66108731,고려인삼 세척 수삼 야무진난발 소 파삼 난발삼 홍삼,,21510,2몰,,
67652609,천지양 튼튼쑥쑥 키즈홍삼 스틱 10ml 100포,3개,130140,2몰,,홍삼
40884167,정관장 홍삼본원스틱 10g 30포,1,36660,42몰,1개,홍삼/특징: 스틱형
55795997,정관장 홍삼본원스틱 10g 30포,2개,82090,41몰,"1,368원/10g",홍삼/특징: 스틱형
55796003,정관장 홍삼본원스틱 10g 30포,3개,123290,24몰,"1,370원/10g",홍삼/특징: 스틱형
64287794,정관장 홍삼본원스틱 10g 30포,2,164120,44몰,4개,홍삼/특징: 스틱형
64287806,정관장 홍삼본원스틱 10g 30포,5개,205490,36몰,"1,370원/1포",홍삼/특징: 스틱형
40709534,천양삼 6년근 고려홍삼정 어니스트 365 100포,1개,49890,6몰,"4,989원/10포","홍삼/섭취횟수, 양: 1일 1회, 1포/섭취기간: 100일분/특징: 스틱형/원재료: 6년근/건강기능식품/GMP/HACCP/기능성: 뇌건강, 면역력, 항산화, 혈행개선"
40709381,산양삼 5~6년근 6뿌리,1개,72000,2몰,,산삼
40709225,천양삼 6년근 고려홍삼정 어니스트 365 60포,1개,42900,6몰,715원/1포,"홍삼/섭취횟수, 양: 1일 1회, 1포/섭취기간: 2개월분/특징: 스틱형/
진세노사이드 1일함량:7mg/원재료: 6년근/건강기능식품/GMP/HACCP/기능성: 뇌건강, 면역력, 항산화, 혈행개선"
37243532,평창산양삼 상산재 7년근 17.5g 5+1,,495900,2몰,,장뇌삼
36831386,행복한홍삼 고려 홍삼정과 진한 한지함 600g,1개,72540,3몰,"12,090원/100g",홍삼/형태: 정과
36741740,금산홍삼 홍삼마을홍삼제품 홍삼정과 2kg,1개,210000,1몰,"1,050원/10g",홍삼/형태: 정과
35830997,비티진 더루트 알지쓰리 프리미엄 300mg 60캡슐,1개,407960,6몰,"6,799원/1캡슐","홍삼/형태: 홍삼캡슐/섭취대상: 성인남녀, 성인여성/섭취횟수, 양: 1일 2회, 2캡슐/섭취기간: 15일분/
진세노사이드 1일함량:30mg/원재료: 6년근/건강기능식품/GMP/이력추적/기능성: 갱년기 개선, 면역력, 항산화"
44759210,경주생약식품사업부 김오곤원장 명품침향원 3.75g 30환,1,198000,1몰,2개,"형태: 환/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1환/섭취기간: 1개월분/기능성: 면역력 증진"
57849644,경주생약식품사업부 김오곤원장 명품침향원 3.75g 30환,2,168000,1몰,3개,"형태: 환/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1환/섭취기간: 1개월분/기능성: 면역력 증진"
62926733,서울약사신협 하루 한 포 홍삼정스틱100 10g 100포,1,33150,1몰,1개,"홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 100일분/특징: 스틱형/원재료: 6년근/HACCP/기능성: 면역력 증진"
62212598,서울약사신협 하루 한 포 홍삼정스틱100 10g 100포,2,39360,1몰,2개,"홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 100일분/특징: 스틱형/원재료: 6년근/HACCP/기능성: 면역력 증진"
34400840,정관장 레네세 홍삼양갱 45g,5개,10000,1몰,444원/10g,"홍삼/형태: 초콜릿,캔디류/섭취대상: 성인남녀/원재료: 6년근/기능성: 면역력"
51804806,"대동고려삼 6년근 인삼 의힘 진액 농축액 건강선물 명절선물 진세노사이드 33mg[240g,3박스]",,420000,2몰,,특징: 선물세트
36785138,대동고려삼 6년근 인삼 의힘 240g 1박스 진액 농축액 6년근인삼 진세노사이드 33mg 함유,,140000,2몰,,
32548616,롯데푸드 자연합 4년근 햇인삼 200g,1개,19900,1몰,"9,950원/100g",인삼
66109079,한국인삼유통공사 고려 인삼 7호 명절 선물세트 수삼 금산인삼,,63260,11몰,,
32100194,정관장 홍삼정 에브리타임 샷 20ml 20병,1개,55720,68몰,"1,393원/10ml","홍삼/형태: 액상형/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1병/섭취기간: 20일분/원재료: 6년근/홍미삼30%/건강기능식품/기능성: 면역력, 항산화"
31994093,정관장 아이패스 J 40ml 30포,1,680630,4몰,6개,"홍삼/형태: 액상형/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회,1포/섭취기간: 1개월분/특징: 파우치형/7.4mg/
진세노사이드 1일함량:7.4mg/원재료: 6년근/홍삼농축액5%,고형분60%/건강기능식품/기능성: 면역력"
31994210,정관장 아이패스 J 40ml 30포,2,1336160,4몰,12개,"홍삼/형태: 액상형/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회,1포/섭취기간: 1개월분/특징: 파우치형/7.4mg/
진세노사이드 1일함량:7.4mg/원재료: 6년근/홍삼농축액5%,고형분60%/건강기능식품/기능성: 면역력"
31994135,서울약사신협 6년근 투데이 홍삼정 플러스 스틱 10g 30포,3개,54410,18몰,605원/10g,"홍삼/형태: 액상형/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 스틱형/12mg/
진세노사이드 1일함량:12mg/원재료: 6년근/홍삼농축액10%,고형분60%이상/홍미삼30%/건강기능식품/GMP/이력추적/기능성: 뇌건강, 면역력, 항산화, 혈행개선"
31994123,뉴트리원 르시크릿 에스트로벤 30포,1,257100,2몰,7개,"건강보조식품/형태: 캡슐,정/섭취대상: 시니어/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/3.5mg/
진세노사이드 1일함량:3mg/회화나무열매추출물,홍삼농축액분말,비타민C/홍미삼30%/건강기능식품/기능성: 눈 건강, 면역력, 항산화, 혈행개선"
31994063,뉴트리원 르시크릿 에스트로벤 30포,2,293800,2몰,8개,"건강보조식품/형태: 캡슐,정/섭취대상: 시니어/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/3.5mg/
진세노사이드 1일함량:3mg/회화나무열매추출물,홍삼농축액분말,비타민C/홍미삼30%/건강기능식품/기능성: 눈 건강, 면역력, 항산화, 혈행개선"
31994060,뉴트리원 르시크릿 에스트로벤 30포,9개,330500,2몰,"1,224원/1포","건강보조식품/형태: 캡슐,정/섭취대상: 시니어/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/3.5mg/
진세노사이드 1일함량:3mg/회화나무열매추출물,홍삼농축액분말,비타민C/홍미삼30%/건강기능식품/기능성: 눈 건강, 면역력, 항산화, 혈행개선"
31994078,뉴트리원 르시크릿 에스트로벤 30포,10개,367200,2몰,"1,224원/1포","건강보조식품/형태: 캡슐,정/섭취대상: 시니어/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/3.5mg/
진세노사이드 1일함량:3mg/회화나무열매추출물,홍삼농축액분말,비타민C/홍미삼30%/건강기능식품/기능성: 눈 건강, 면역력, 항산화, 혈행개선"
31994096,뉴트리원 르시크릿 에스트로벤 30포,11개,404000,1몰,"1,224원/1포","건강보조식품/형태: 캡슐,정/섭취대상: 시니어/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/3.5mg/
진세노사이드 1일함량:3mg/회화나무열매추출물,홍삼농축액분말,비타민C/홍미삼30%/건강기능식품/기능성: 눈 건강, 면역력, 항산화, 혈행개선"
31994072,뉴트리원 르시크릿 에스트로벤 30포,12개,440700,1몰,"1,224원/1포","건강보조식품/형태: 캡슐,정/섭취대상: 시니어/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/3.5mg/
진세노사이드 1일함량:3mg/회화나무열매추출물,홍삼농축액분말,비타민C/홍미삼30%/건강기능식품/기능성: 눈 건강, 면역력, 항산화, 혈행개선"
31976642,풍기천예인 풍기인삼 13-15뿌리 750g,1개,39000,1몰,520원/10g,인삼
39161072,비트로시스 천년정성 알지삼 프리미엄 산삼배양근 엑기스 특정사포닌 대량함유 20ml 30개 선물세트,,102400,1몰,,특징: 선물세트
31369952,대동고려삼 6년근 양삼 40지 300g,1개,135000,1몰,"4,500원/10g","섭취대상: 성인남녀/
[원재료/함량] 원재료: 6년근/기능성: 면역력"
31369733,대동고려삼 6년근 양삼 50지 300g,1개,135000,1몰,"4,500원/10g","섭취대상: 성인남녀/
[원재료/함량] 원재료: 6년근/기능성: 면역력"
31957526,고려인삼 6년근 인삼 1등 10편 건삼 말린 피부직삼 백삼 농산물품질관리원 지정검사품,,52020,2몰,,
31089422,대현이네집 대현이네홍삼액 100ml,60개,59900,3몰,100원/10ml,홍삼/형태: 추출액
30327824,한국인삼공사 정관장 찐생 홍삼구미 4g 75구미,1,29170,43몰,1개,"형태: 젤리/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1구미/섭취기간: 25일분/
[진세노사이드 일일섭취량] 3mg/진세노사이드(1g당): 0.25mg/
[원재료/함량] 홍삼농축액1.43%, 고형분60%/HACCP/기능성: 영양보충"
30327809,한국인삼공사 정관장 찐생 홍삼구미 4g 75구미,2,52920,37몰,2개,"형태: 젤리/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1구미/섭취기간: 25일분/
[진세노사이드 일일섭취량] 3mg/진세노사이드(1g당): 0.25mg/
[원재료/함량] 홍삼농축액1.43%, 고형분60%/HACCP/기능성: 영양보충"
30327836,한국인삼공사 정관장 찐생 홍삼구미 4g 75구미,3개,87150,26몰,387원/1구미,"형태: 젤리/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1구미/섭취기간: 25일분/
[진세노사이드 일일섭취량] 3mg/진세노사이드(1g당): 0.25mg/
[원재료/함량] 홍삼농축액1.43%, 고형분60%/HACCP/기능성: 영양보충"
30327662,한국인삼공사 정관장 홍삼오일 알엑스진 클린 502mg 60캡슐,1,179200,28몰,1개,"홍삼/형태: 캡슐,정/섭취대상: 성인남성/섭취횟수, 양: 1일 1회, 2캡슐/섭취기간: 1개월분/건강기능식품/이력추적/기능성: 전립선 건강"
30327632,한국인삼공사 정관장 홍삼오일 알엑스진 클린 502mg 60캡슐,2,453170,7몰,2개,"홍삼/형태: 캡슐,정/섭취대상: 성인남성/섭취횟수, 양: 1일 1회, 2캡슐/섭취기간: 1개월분/건강기능식품/이력추적/기능성: 전립선 건강"
45940325,금산홍삼조합 장뇌산삼 녹용고 1000g 장뇌산삼 진액,,214320,1몰,,
29904056,일화 6년근 고려 홍삼차 3g 100포,1개,25530,1몰,255원/1포,홍삼/형태: 추출액
67506788,풍기인삼 6년근 수삼 선물세트 5호 1채 / 750g 15-18편,,58720,2몰,,
67306736,금산인삼아줌마 A형콩난발삼 750g 금산산지 직송합니다 금산인삼 아줌마 직접 농사지은 인삼을 보내드립니다,,29700,2몰,,
64168979,한국인삼유통공사 1123 고려인삼 3호,,44120,2몰,,
64168295,한국인삼유통공사 1129 고려인삼 9호,,23720,2몰,,
45940637,고려인삼 농협 6년근 인삼 1등 25편 건삼 말린 피부직삼 백삼 국가지정검사기관 검사품- 구 농협,,45050,1몰,,
34807382,금산인삼 참인삼 수삼 선물세트 원수삼 특대 1채 750g,,50050,2몰,,특징: 선물세트
31454135,풍기인삼 5년근 수삼 1채 750g / 쇼핑백 증정,,57620,1몰,,
54051764,고려인삼 국내산 백삼절편 건인삼 300g 편인삼 30년 한방식품 유통오늘,,28050,2몰,,형태: 절편
28645673,대웅생명과학 녹용 홍삼 진액스틱 10g 100포,1,22490,136몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형, 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.15%(고형분 60% 이상, 홍삼성분 70mg/g 이상)/녹용추출액 15.5%(고형분 0.5%)/배합비율: 홍삼근 70%, 홍미삼 30%"
55796189,대웅생명과학 녹용 홍삼 진액스틱 10g 100포,2,38260,94몰,2개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형, 녹용함유/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.15%(고형분 60% 이상, 홍삼성분 70mg/g 이상)/녹용추출액 15.5%(고형분 0.5%)/배합비율: 홍삼근 70%, 홍미삼 30%"
28627397,금산인삼도매센터 홍삼엄마네 못난이 인삼 1kg,1개,28020,1몰,280원/10g,"인삼/형태: 생삼,뿌리/섭취대상: 성인남녀"
64460942,고려인삼 건삼 피부직삼 6년1등8편 농협검사품,,82000,2몰,,
28602152,개성고려삼인 6년근 고려홍삼정 시그니처 스틱 10g 100포,1,59900,9몰,1개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 8%(고형분 60% 이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
55796198,개성고려삼인 6년근 고려홍삼정 시그니처 스틱 10g 100포,2,119800,1몰,2개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 8%(고형분 60% 이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
55796201,개성고려삼인 6년근 고려홍삼정 시그니처 스틱 10g 100포,3개,176700,1몰,"5,890원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 8%(고형분 60% 이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
28559426,CJ웰케어 한뿌리 흑삼 아르기닌 100ml 10병,1개,23560,1몰,236원/10ml,"흑삼/형태: 추출액/섭취대상: 성인남녀/
[원재료/함량] 흑삼농축액 1.5%(고형분 60% 이상, 홍삼성분 70mg/g)"
41541338,광동 귀한삼 산삼배양근 진 에너지큐브 20ml 20개입,1개,33900,6몰,,
29305442,CJ웰케어 한뿌리 흑삼진액 40ml 24포,1,22680,12몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 24일분/특징: 파우치형/HACCP/기능성: 영양보충"
60010121,CJ웰케어 한뿌리 흑삼진액 40ml 24포,2,75780,1몰,3개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 24일분/특징: 파우치형/HACCP/기능성: 영양보충"
58875953,정관장 홍삼원기 50ml 30포,3개,118860,2몰,264원/10ml,"홍삼/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회,1포/섭취기간: 1개월분/특징: 파우치형/원재료: 6년근/기능성: 면역력 증진"
28487612,한국바이오셀 지리산 흑염소 진액 70ml 30포,1,19850,13몰,1개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼추출액 2%(고형분 1% 이상, 홍삼사포닌 70mg/g)/흑염소혼합추출액 90%/배합비율: 홍삼근 70%, 홍미삼 30%"
28487618,한국바이오셀 지리산 흑염소 진액 70ml 30포,2,37890,11몰,2개,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근/홍삼추출액 2%(고형분 1% 이상, 홍삼사포닌 70mg/g)/흑염소혼합추출액 90%/배합비율: 홍삼근 70%, 홍미삼 30%"
